Job_Description,CV_Text,Label
"עוזר /ת  מנהל /ת שיווק- משרת ג'וניור *משרה התחלתית בעולם השיווק*-עבודה שוטפת מול היצרן בחו""ל: תיאומים, העברת חומרים,  ניהול  ממשקים, מעקב אחר משימות וכספים-  ניהול והובלת פרויקטים שיווקיים מקצה לקצה-אחריות על הפקת אירועים, השקות, ימי לקוח ופעילויות קד""מ-עבודה שוטפת מול משרד הפרסום, ספקים וגורמי הפקה-  ניהול ותיאום פעילות הדיגיטל והסושיאל-טיפול בחומרי שיווק, מצגות, הפקות תוכן ונכסים שיווקיים-סיוע בניתוח נתונים, דוחות ומדדי ביצועדרישות: -ניסיון של שנה/שנתיים בתפקיד שיווקי או משרד פרסום-תואר ראשון בשיווק / תקשורת /  מנהל עסקים -אנגלית ברמה גבוהה (דיבור, קריאה וכתיבה)-היכרות עם עולמות הדיגיטל והסושיאל - חובה-שליטה מלאה ב-Office ויכולת עבודה עם מצגות ודוחות וכלי AI-יכולת  ניהול משימות מרובות במקביל ועבודה בסביבה דינמיתfreesbe מקדמת גיוון תעסוקתי ומזמינה מועמדים/ות מכל קבוצות החברה להגיש מועמדות המשרה מיועדת לנשים ולגברים כאחד.","ברמן/ית עם ניסיון בברים ובאירועים פרטיים, זמין/ה לעבודת ערב ולילה.",1
"מנהל /ת מכירות אזורי ברשת קמעונאית בתחום המזון והמוצרים לבעלי חיים - אזור שרון צפון לקבוצת חברות מובילה בתחום המזון והמוצרים לבעלי-חיים, בעלת רשת סניפים בפריסה ארצית דרוש/ה  מנהל /ת מכירות לאזורים שרון, צפוןבמסגרת התפקיד:הובלת ביצועי המכירות ועמידה ביעדים חודשיים ושנתיים  ניהול, ליווי ופיתוח מנהלי חנויות וצוותי מכירהבניית תהליכי מכירה והטמעת סטנדרטים של שירות ומכירהניתוח דוחות מכירה, רווחיות, מלאי והחזרותזיהוי פערים והובלת תהליכי שיפור בשטחעבודה שוטפת מול שיווק וסחר בתכנון מבצעים והשקותבקרה על נראות החנויות (VM) וזמינות מלאיביקורי שטח, הדרכות, משוב והנעת עובדיםטיפול באירועי שירות חריגים ושמירה על חוויית לקוח אחידהטיפול שוטף בנושא תקינת כוח אדם בסניפיםדרישות: ניסיון של 3-5 שנים לפחות בניהול מכירות קמעונאיות - חובהניסיון קודם בתחום המזון ומוצרים לבעלי חיים - יתרון משמעותיניסיון מוכח בניהול צוותים והובלת יעדים - חובההבנה עסקית ויכולת  ניתוח נתונים ודוחותניסיון בעבודת שטח וני","ברמן/ית עם ניסיון בברים ובאירועים פרטיים, זמין/ה לעבודת ערב ולילה.",0
"מנהל /ת הפצה לחברה בתחום מוצרי צריכה באזור אשדוד דרוש/ה  מנהל /ת הפצה.אחריות כוללת לניהול מערך ההפצה הכולל כ- 17 משאיות.במסגרת התפקיד:  ניהול צוות עובדים, קבלת החלטות אסטרטגיות,  ניהול ממשקי עבודה מול סוכני מכירות ולקוחות.  ניהול ואחריות על תהליכי העמסת התוצרת ומתן פתרון לבעיות בשטח.נכונות למשרה מלאה+ שעות נוספות (א-ה)דרישות: * לפחות 3 שנות ניסיון כמנהל/ת הפצה- חובה* ניסיון ניהולי של מערך עובדים רחב- חובה* ניסיון בעבודה על מערכת  SAP - יתרון* תואר ראשון - יתרון המשרה מיועדת לנשים ולגברים כאחד.","סייר/ת משלוחים עם ניסיון בעיר, אחראי/ת ומדויק/ת בזמנים.",1
"מהנדס /ת מכונות לתחום האחזקה במפעל מוביל * יד ימינו של מהנדס המפעל וסיוע לו בכל מה שקשור לפרויקטים הנדסיים, רכש מכונות בחו""ל, עבודה עם קבלני משנה, קשרי ספקים בארץ ובחו""ל בנושא הזמנת רכש מכונות.דרישות: הנדסאי.ת או מהנדס.ת מכונות-חובה.ניסיון בניהול פרויקטים הנדסיים באחזקה בתעשיה.ניסיון עם רכש טכני-יתרון משמעותי.ניסיון ממפעלים דומים יתרון משמעותי (הזרקה/ניפוח/אקסטרוזיה).אנגלית ברמה גבוהה-חובה.יכולת לקרוא שרטוטים טכניים-חובה. המשרה מיועדת לנשים ולגברים כאחד.","מלצר/ית עם ניסיון במסעדות ובבתי מלון, תודעת שירות גבוהה.",0
"לכנסת ישראל דרוש /ה טבח /ית למערך ההסעדה Feed Your Mind של השף חיים כהן עבודה במטבח מוסדי חלבי/בשרי,אפשרות למשרה מלאה/חלקית,תנאים מעולים למתאימים/ותדרישות: יכולת  ניהול עצמיתיכולת עבודת צוותניסיון קודם כטבחנכונות לעבודה מואמצתראש גדולחריצותשירותיותיחסי אנוש טובים המשרה מיועדת לנשים ולגברים כאחד.","טבח/ית עם ניסיון במטבחים מקצועיים, זמין/ה למשמרות ערב ולילה.",1
"לרשת עמל לביה""ס מח""ט מקס פיין דרוש /ה מורה לשנה""ל תשפ""ו מתגבר /ת במקצועות רבי המלל האנגלית לקמפוס עמל מקס פיין, תיכון טכנולוגי דרוש /ה מורה מתגבר/ת למרכז למידה, הוראה בקבוצות קטנות במקצועות רבי המלל האנגלית.ביה""ס ממוקם בצמוד לתחנת רכבת השלום ומול עזריאלי, חניה חינם בשטח ביה""ס.דרישות: חלקיות משרהניסיון בהכנה לבגרות המשרה מיועדת לנשים ולגברים כאחד.","סטודנטית לחינוך המחפשת עבודה בצהרון או בבית ספר, זמינה אחר הצהריים.",1
"Software Group Leader As the Software Group Leader, you will own the software strategy and development across the company. You will lead a team responsible for building the software stack that powers our trapped-ion quantum computers-from low-level control and calibration tools to simulation frameworks, diagnostic platforms,  system -level orchestration, cloud service operation (QaaS) and relievable on-prem systems.This role requires strong technical leadership, experience with complex R D systems, and the ability to collaborate across disciplines, including hardware,  system engineering, physics, and algorithms.Job description Lead the design, implementation, and validation of the software stack for current and future QPU systems. Own the software development lifecycle-from requirement gathering and architectu","סטודנט/ית להנדסת תוכנה המחפש/ת עבודה בתחום הטכנולוגיה, ידע ב-Java ו-Git.",1
"לרשת קמעונאית בפתח תקווה דרוש /ה טכנאי /ת מחשבים ואבטחת מידע מתן שירותי מחשוב וטיפול במערך התקשורת מול חנויות בפריסה ארצית.טיפול בקריאות  חומרה ותוכנה.מתן תמיכה וטיפול במדפסות.אחריות על נהלי אבטחת מידעמשרה מלאה: 8-17, ימים א'-ה.שכר-15Kקליטה ישירה לחברה מהיום הראשון!דרישות: ניסיון בתמיכת משתמשים מרחוק - חובה!לפחות 3-5 שנות ניסיון במתן תמיכה בעבודה מול מספר גדול של משתמשים - חובה!ניסיון בעבודה בתחום אבטחת מידע - חובה!הכרות שוטפת עם מוצרי חברת Microsoft ומערכות דוא""ל Exchangeניסיון בתחזוקת ציוד מחשבייכולת למידה עצמית ומולטיטסקינגתודעת שירות גבוההנדרשת זמינות למשרה מלאה!נדרשת הגעה עצמאית לאזור פתח תקווה.(1) המשרה מיועדת לנשים ולגברים כאחד.","סטודנט/ית להנדסת תוכנה המחפש/ת עבודה בתחום הטכנולוגיה, ידע ב-Java ו-Git.",1
"כלבנים /ות - עובדי /ות כלבייה לתנו לחיות לחיות לבית המחסה לבעלי חיים של תנו לחיות לחיות הממוקם בכפר רות - (ליד מודיעין), דרושים /ות כלבנים /ות שאוהבים /ות בעלי חיים. עבודה מעניינת באווירה צעירה. אפשרות למשרה חלקית /מלאה הכוללת גם סופי שבוע.דרישות: אהבה לבעלי חיים - חובה.נכונות לעבודה מאתגרת ומספקת.ניידות עצמאית - חובה.*** אין צורך בניסיון קודם המשרה מיועדת לנשים ולגברים כאחד.","קופאי/ת וסדרן/ית עם ניסיון בעבודה ברשת קמעונאית, זמינות למשמרות בוקר וערב.",0
"לרשת עמל לביה""ס רמת דוד דרושים /ות מורים /ות למתמטיקה אזרחות ועברית מורה למתמטיקה - 100% משרהמורה אזרחות - 100% משרהמורה לעברית - 100% משרהדרישות: תעודת הוראה במקצוע ניסיון בהגשה לבחינות בגרות המשרה מיועדת לנשים ולגברים כאחד. המשרה מיועדת לנשים ולגברים כאחד.","שליח/ה עם אופנוע/רכב פרטי, זמין/ה למשמרות גמישות במהלך השבוע.",0
"למרלו""ג סולל בונה בפלמחים דרוש /ה רתך /ת התפקיד כולל:יצירה והרכבה של קונסטרוקציה ואלמנטים ממתכת בהתאם לתוכניות ומפרטים.אחריות על קריאת תוכניות, בחירת חומרי גלם, חיתוך עיבוד וכיפוף מתכת.מיומנות בעבודה עם כלי עבודה,כלי מדידה, ריתוך וקידוח.בנוסף מענה למחלקה בתהליך הייצור ופתרון בעיות.דרישות: דרישות:ניסיון במסגרות - חובהתעודת רתך- חובהניסיון בריתוך /CO2 - אלקטרודה / ארגון - חובהשליטה בקריאת שרטוטים- חובהנכונות לעבודה פיזיתיכולת עבודה עצמאית ובצוות. המשרה מיועדת לנשים ולגברים כאחד.","נהג/ת חלוקה עם רישיון נהיגה בתוקף, ניסיון בהפצה ובשירות לקוחות בשטח.",0
"דרושים /ות נהגים לקו חלוקה רישיון ג' 12 טון בפתח תקווה! נהגים לקו חלוקה רישיון ג' 12 טוןימים ושעות העבודה: א'-ה' 14:30-6:30. ו'- 10:30-6:30.שכר: 15,000 ש""ח.דרישות: אי מניעה לעבוד במתקנים בטחוניים- חובהרישיון נהיגה ג' עד 12 טון - חובה.-ניסיון קודם בקו חלוקה- יתרון.-זמינות לתחילת עבודה מיידית. המשרה מיועדת לנשים ולגברים כאחד.","מוכר/ת בחנות עם ניסיון בסידור סחורה ובקופה, אחראי/ת ומהיר/ה בלמידה.",0
